"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24","2018",40.66,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+","2018",71.879,
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","2018",72.83,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64","2018",76.034,
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","2018",45.329,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+","2018",80.008,
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","2018",57.381,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-64","2018",61.074,
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","2018",35.678,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","2018",63.108,
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): Total","2018",65.39,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 15-24","2018",40.66,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 25-54","2018",83.11,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 55-64","2018",41.8,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Aggregate bands): 65+","2018",13.447,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): Total","2018",72.83,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 15-24","2018",45.329,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 25-54","2018",90.935,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 55-64","2018",48.296,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Aggregate bands): 65+","2018",19.597,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): Total","2018",57.381,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 15-24","2018",35.678,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 25-54","2018",74.458,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 55-64","2018",34.928,"Real value"
"Brunei Darussalam","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Aggregate bands): 65+","2018",8.052,"Real value"
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2023",67.053,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24","2023",45.826,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+","2023",72.825,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","2023",80.985,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","2023",52.93,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+","2023",88.864,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","2023",53.113,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","2023",38.346,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","2023",56.999,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2022",66.613,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24","2022",45.435,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+","2022",72.417,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","2022",80.558,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","2022",52.339,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 25+","2022",88.543,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15+","2022",52.659,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 15-24","2022",38.165,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Female","Age (Youth, adults): 25+","2022",56.502,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15+","2021",65.87,"Real value"
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-64","2021",68.207,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 15-24","2021",44.752,"Real value"
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Total","Age (Youth, adults): 25+","2021",71.698,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15+","2021",79.69,"Real value"
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-64","2021",81.632,
"Indonesia","Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2022 (%)","ILO - Modelled Estimates","Sex: Male","Age (Youth, adults): 15-24","2021",51.281,"Real value"
